place,id,sector,year,emp,ann_pay,prod_avg,prod_ann_h,prod_ann_w,mat_cost,ship_val,val_added,total_exp
South Dakota,327,Nonmetallic mineral product manufacturing,2013,1391,63176,1024,2371,42191,224111,467687,246238,26847
South Dakota,3273,Cement and concrete product manufacturing,2013,1206,55049,906,2102,37900,197789,421065,225175,25231
South Dakota,332,Fabricated metal product manufacturing,2013,4150,177592,3043,6307,110548,447370,955066,497604,24903
South Dakota,3323,Architectural and structural metals manufacturing,2013,2022,83959,1410,2836,47157,237674,451660,211360,11054
South Dakota,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",2013,793,33865,647,1388,25117,47767,122597,71099,6525
South Dakota,3329,Other fabricated metal product manufacturing,2013,818,38167,630,1359,26099,117680,281790,159471,4980
South Dakota,333,Machinery manufacturing,2013,6226,298453,4678,10073,197045,1065345,2281432,1245498,35679
South Dakota,3331,"Agriculture, construction, and mining machinery manufacturing",2013,2601,120567,1830,4164,71411,507048,961955,455447,20039
South Dakota,3335,Metalworking machinery manufacturing,2013,292,13122,225,457,8857,26558,59850,32935,1082
South Dakota,3336,"Engine, turbine, and power transmission equipment manufacturing",2013,903,37710,727,1581,28627,137377,306987,171573,6166
South Dakota,3339,Other general purpose machinery manufacturing,2013,1683,88728,1410,2890,69801,223143,661272,465761,4115
South Dakota,336,Transportation equipment manufacturing,2013,3280,138728,2462,5013,91613,429581,800166,371291,31107
South Dakota,3362,Motor vehicle body and trailer manufacturing,2013,1344,57130,1045,2309,40684,194282,304134,109442,9534
South Dakota,3363,Motor vehicle parts manufacturing,2013,1438,59642,1052,2036,35874,147387,305121,155072,17667
South Dakota,337,Furniture and related product manufacturing,2013,2218,77684,1772,3816,54184,141405,351852,210315,34732
South Dakota,3371,Household and institutional furniture and kitchen cabinet manufacturing,2013,2019,69445,1617,3517,49121,127951,322129,194465,33587
South Dakota,3372,Office furniture (including fixtures) manufacturing,2013,199,8239,155,299,5063,13454,29723,15850,1145
South Dakota,339,Miscellaneous manufacturing,2013,4192,189843,2152,4459,96125,434904,1577432,1142134,32105
Tennessee,31-33,Manufacturing,2013,290841,14470799,211641,425077,8863190,82361540,143613466,61364860,4628328
Tennessee,311,Food manufacturing,2013,34430,1446133,26329,51996,944849,10655442,18529624,7847950,525800
Tennessee,3112,Grain and oilseed milling,2013,1799,128569,1257,2861,86229,2145221,3337171,1188049,62167
Tennessee,3113,Sugar and confectionery product manufacturing,2013,2437,115909,1934,4146,90212,682134,1636535,953732,66125
Tennessee,3114,Fruit and vegetable preserving and specialty food manufacturing,2013,2902,138249,2486,5146,104438,1087776,2050598,962969,53372
Tennessee,3115,Dairy product manufacturing,2013,2248,96248,1326,2545,49716,746218,1043920,292764,14373
Tennessee,3116,Animal slaughtering and processing,2013,10603,308141,9308,17252,235689,2471043,3414664,947464,130200
Tennessee,3118,Bakeries and tortilla manufacturing,2013,10078,470768,6631,13396,249809,1893051,3901487,2005803,134491
Tennessee,312,Beverage and tobacco product manufacturing,2013,3227,190060,2466,4444,125061,2099048,6190904,4118927,81173
Tennessee,313,Textile mills,2013,2692,124951,2218,4773,90633,595892,986869,394393,18642
Tennessee,3131,"Fiber, yarn, and thread mills",2013,988,35788,881,1868,29429,215564,329388,117382,8015
Tennessee,3132,Fabric mills,2013,1071,63586,832,1846,44198,230320,434956,201252,9346
Tennessee,3133,Textile and fabric finishing and fabric coating mills,2013,633,25577,505,1058,17006,150007,222524,75759,1281
Tennessee,314,Textile product mills,2013,2487,81106,1999,3758,57313,376329,601177,221901,44491
Tennessee,3152,Cut and sew apparel manufacturing,2013,2433,62867,1947,3565,40581,113967,247730,120668,6574
Tennessee,3159,Apparel accessories and other apparel manufacturing,2013,58,1646,43,82,1056,1601,4739,3118,12
Tennessee,321,Wood product manufacturing,2013,10909,351459,8436,15733,255929,1275086,2168604,940107,95297
Tennessee,3212,"Veneer, plywood, and engineered wood product manufacturing",2013,415,17506,298,672,11433,43767,81655,37815,4061
Tennessee,3219,Other wood product manufacturing,2013,8717,275223,6603,12108,195549,954425,1626627,714576,59489
Tennessee,322,Paper manufacturing,2013,10856,598619,8345,17462,416503,2815480,5687664,2890104,575896
Tennessee,3221,"Pulp, paper, and paperboard mills",2013,3153,218071,2281,5056,159530,1021659,2455178,1449964,511946
Tennessee,323,Printing and related support activities,2013,10179,452631,7145,13672,271777,855693,2328530,1489981,60451
Tennessee,3231,Printing and related support activities,2013,10179,452631,7145,13672,271777,855693,2328530,1489981,60451
Tennessee,325,Chemical manufacturing,2013,26244,1794704,15357,30523,914489,7955103,18300892,10475203,544726
Tennessee,3251,Basic chemical manufacturing,2013,13553,1005573,7117,13523,508915,3661760,8422228,4804672,251438
Tennessee,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2013,1933,123092,1347,2850,69547,1092961,1678994,579989,46530
Tennessee,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2013,291,16427,184,371,6206,112024,162789,51878,1837
Tennessee,3254,Pharmaceutical and medicine manufacturing,2013,3376,272373,1627,3182,100306,1092508,3187443,2070879,75759
Tennessee,3255,"Paint, coating, and adhesive manufacturing",2013,1203,75023,788,1668,39537,675866,1045705,372690,5746
Tennessee,3256,"Soap, cleaning compound, and toilet preparation manufacturing",2013,3039,147485,2173,4795,87861,982712,1897240,996900,54037
Tennessee,326,Plastics and rubber products manufacturing,2013,22718,1015424,17850,36589,666559,4689995,8065889,3392340,309199
Tennessee,3261,Plastics product manufacturing,2013,15142,658586,11727,24061,411089,2645177,4834523,2201297,223035
Tennessee,3262,Rubber product manufacturing,2013,7576,356838,6123,12528,255470,2044819,3231366,1191043,86164
Tennessee,327,Nonmetallic mineral product manufacturing,2013,10454,480516,7598,16034,310081,1385073,2785491,1403773,130157
Tennessee,3272,Glass and glass product manufacturing,2013,3676,179645,2857,6105,120754,523735,1067127,549743,45551
Tennessee,3273,Cement and concrete product manufacturing,2013,3346,149360,2485,5602,102522,478548,891718,421101,41702
Tennessee,3279,Other nonmetallic mineral product manufacturing,2013,1575,68791,898,1672,34982,150165,338406,184272,27003
Tennessee,331,Primary metal manufacturing,2013,10256,595413,8004,17784,419799,4180903,6572235,2243800,221357
Tennessee,3311,Iron and steel mills and ferroalloy manufacturing,2013,1466,111904,1139,2658,84288,1118475,1658404,549921,42279
Tennessee,3313,Alumina and aluminum production and processing,2013,2565,162430,1990,4588,113894,1386054,1997801,595929,92254
Tennessee,3314,Nonferrous metal (except aluminum) production and processing,2013,1212,65347,917,2007,39836,412680,639203,227053,13823
Tennessee,3315,Foundries,2013,3113,162345,2487,5482,120591,677843,1351640,651766,46583
Tennessee,332,Fabricated metal product manufacturing,2013,33146,1735880,21813,44700,891677,3837620,8464482,4625453,183819
Tennessee,3321,Forging and stamping,2013,2798,124488,2223,4862,91528,524784,850692,329326,30573
Tennessee,3322,Cutlery and handtool manufacturing,2013,1071,48687,860,1853,35306,100380,208030,100551,11029
Tennessee,3323,Architectural and structural metals manufacturing,2013,7707,366728,5423,11084,210351,887784,1754370,888482,29805
Tennessee,3324,"Boiler, tank, and shipping container manufacturing",2013,1810,92661,1180,2301,46927,472776,784075,296725,13571
Tennessee,3325,Hardware manufacturing,2013,924,41877,651,1238,22403,175980,353397,180733,7936
Tennessee,3326,Spring and wire product manufacturing,2013,1339,48267,1009,1875,36357,137449,261629,123555,4218
Tennessee,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",2013,5326,269242,3903,7615,175721,295315,867480,571526,40573
Tennessee,3328,"Coating, engraving, heat treating, and allied activities",2013,1984,78123,1603,3483,53331,99464,302483,202747,14396
Tennessee,3329,Other fabricated metal product manufacturing,2013,10186,665807,4962,10389,219751,1143688,3082325,1931808,31718
Tennessee,333,Machinery manufacturing,2013,23409,1113669,17124,33523,688673,4948878,9031103,4164276,159464
Tennessee,3331,"Agriculture, construction, and mining machinery manufacturing",2013,4241,203498,2667,5206,115878,1346154,1999652,775248,55781
Tennessee,3332,Industrial machinery manufacturing,2013,831,45378,586,1229,23733,88777,185483,102909,9258
Tennessee,3333,Commercial and service industry machinery manufacturing,2013,1054,55489,790,1623,28773,296844,617067,330885,9632
Tennessee,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",2013,8089,330259,6303,11924,216649,2062844,3689857,1587193,28746
Tennessee,3336,"Engine, turbine, and power transmission equipment manufacturing",2013,1644,102159,1421,2695,84547,346141,672826,331087,21980
Tennessee,3339,Other general purpose machinery manufacturing,2013,4474,228621,3088,6356,125819,618571,1398310,769716,19573
Tennessee,334,Computer and electronic product manufacturing,2013,5952,330728,3245,7120,144656,1893843,3139632,1254564,30685
Tennessee,335,"Electrical equipment, appliance, and component manufacturing",2013,12300,541835,9880,20654,364719,2611805,5426743,2824083,85097
Tennessee,3351,Electric lighting equipment manufacturing,2013,408,21688,237,491,6568,76834,163664,87549,5254
Tennessee,3352,Household appliance manufacturing,2013,6807,255173,5753,11984,197106,1575724,2875381,1303310,39749
Tennessee,3353,Electrical equipment manufacturing,2013,2510,141638,1865,3945,81155,446667,990708,549207,13881
Tennessee,3359,Other electrical equipment and component manufacturing,2013,2575,123337,2025,4235,79890,512581,1396989,884018,26213
Tennessee,336,Transportation equipment manufacturing,2013,45541,2429709,35310,71666,1696840,22512793,31494994,8958603,1378086
Tennessee,3363,Motor vehicle parts manufacturing,2013,32149,1531383,25481,51423,1097958,12593241,18175411,5511040,1190321
Tennessee,3364,Aerospace product and parts manufacturing,2013,2303,163381,1568,3230,100290,549096,705277,185497,16831
Tennessee,3366,Ship and boat building,2013,2432,102971,2000,3956,72616,505695,845494,339799,20165
Tennessee,337,Furniture and related product manufacturing,2013,8812,321824,7014,13889,223781,836871,1614115,784591,23261
Tennessee,3371,Household and institutional furniture and kitchen cabinet manufacturing,2013,5641,199774,4525,8907,141349,519011,1038899,520539,12506
Tennessee,3372,Office furniture (including fixtures) manufacturing,2013,2536,101702,1951,3918,67811,225544,418984,200054,9419
Tennessee,3379,Other furniture related product manufacturing,2013,635,20349,538,1063,14621,92316,156232,63998,1336
Tennessee,339,Miscellaneous manufacturing,2013,12368,690599,7600,13051,262687,1192909,3818961,2602897,79759
Tennessee,3391,Medical equipment and supplies manufacturing,2013,6665,458656,3308,4806,128590,703489,2753097,2027276,49674
Tennessee,3399,Other miscellaneous manufacturing,2013,5703,231943,4292,8244,134097,489420,1065864,575621,30084
Texas,31-33,Manufacturing,2013,759860,43746874,524210,1093538,24915649,493340489,731707956,239012478,17060975
Texas,311,Food manufacturing,2013,81524,3081811,64997,135329,2121404,29373332,43516023,14186391,686058
Texas,3111,Animal food manufacturing,2013,2686,120100,1854,4093,73575,2673458,3347836,758858,43410
Texas,3112,Grain and oilseed milling,2013,1983,96508,1584,3643,69702,1900599,2555652,638904,45906
Texas,3113,Sugar and confectionery product manufacturing,2013,2646,99713,2054,3963,68738,551626,1658127,1117836,11311
Texas,3115,Dairy product manufacturing,2013,7055,334674,4292,9073,181332,3013661,4324762,1280249,59280
Texas,3116,Animal slaughtering and processing,2013,36797,1203549,32558,69077,969305,15380929,18760744,3369328,236570
Texas,3118,Bakeries and tortilla manufacturing,2013,15141,565882,10603,20927,341657,1462071,3364556,1897330,79880
Texas,3119,Other food manufacturing,2013,6703,345542,4936,10099,184428,2588571,6121823,3546167,103671
Texas,312,Beverage and tobacco product manufacturing,2013,8713,492217,5757,11179,284889,4355144,9455462,5116450,201011
Texas,313,Textile mills,2013,3227,118102,2550,5223,78333,438715,780162,336207,42144
Texas,3132,Fabric mills,2013,2604,93447,2142,4450,67176,274526,550527,271614,37928
Texas,3141,Textile furnishings mills,2013,1950,60037,1452,2711,35079,117414,259850,141712,1398
Texas,315,Apparel manufacturing,2013,2971,84064,2367,4471,54212,187929,363870,171789,10223
Texas,3151,Apparel knitting mills,2013,20,645,16,32,537,1162,2963,2167,474
Texas,3152,Cut and sew apparel manufacturing,2013,2182,54590,1819,3308,37232,143756,280872,133503,9184
Texas,316,Leather and allied product manufacturing,2013,3072,109696,2376,4510,67035,531409,768467,259953,8921
Texas,3162,Footwear manufacturing,2013,1878,73517,1451,2687,45300,173122,335143,168486,7907
Texas,321,Wood product manufacturing,2013,20712,747505,16513,33599,527549,3008880,5093822,2117742,137994
Texas,3211,Sawmills and wood preservation,2013,2403,114223,1974,4616,91078,572115,954400,385998,35232
Texas,3212,"Veneer, plywood, and engineered wood product manufacturing",2013,3311,149112,2651,6025,105802,546194,1091684,548027,37394
Texas,3219,Other wood product manufacturing,2013,14998,484169,11887,22958,330669,1890571,3047739,1183717,65367
Texas,322,Paper manufacturing,2013,13367,779009,9914,21243,519185,3875932,6965318,3100407,283880
Texas,3221,"Pulp, paper, and paperboard mills",2013,2301,210123,1795,4026,159802,924750,1977495,1068302,104089
Texas,3222,Converted paper product manufacturing,2013,11066,568886,8120,17217,359383,2951182,4987823,2032105,179791
Texas,323,Printing and related support activities,2013,21348,929458,14506,29449,537352,1525940,3688699,2172401,101015
Texas,3231,Printing and related support activities,2013,21348,929458,14506,29449,537352,1525940,3688699,2172401,101015
Texas,324,Petroleum and coal products manufacturing,2013,21489,2358829,14126,31975,1420975,234131004,276496566,41781399,3023417
Texas,3241,Petroleum and coal products manufacturing,2013,21489,2358829,14126,31975,1420975,234131004,276496566,41781399,3023417
Texas,325,Chemical manufacturing,2013,66195,5586722,40115,86175,3101485,103454145,165945678,62532313,5560883
Texas,3251,Basic chemical manufacturing,2013,26122,2585623,15632,34339,1500966,67131323,104241917,37125325,3385860
Texas,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2013,15722,1481765,9232,19449,822038,27722785,42298365,14498131,1771159
Texas,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2013,1688,118975,1018,2374,68377,1310211,2259581,962378,59786
Texas,3254,Pharmaceutical and medicine manufacturing,2013,6739,392922,3850,7945,182654,924848,4602098,3708339,111855
Texas,3255,"Paint, coating, and adhesive manufacturing",2013,4921,290824,3201,6839,145989,2293643,3878829,1615450,38934
Texas,3256,"Soap, cleaning compound, and toilet preparation manufacturing",2013,4774,319608,2855,5893,142484,1189576,3443231,2250266,60088
Texas,3259,Other chemical product and preparation manufacturing,2013,6230,397005,4328,9335,238978,2881760,5221657,2372424,133200
Texas,326,Plastics and rubber products manufacturing,2013,38369,1685979,29890,63389,1086247,8052420,14798505,6821865,404646
Texas,3261,Plastics product manufacturing,2013,35783,1573649,27924,59471,1015792,7678235,14067392,6455987,386051
Texas,3262,Rubber product manufacturing,2013,2586,112330,1966,3918,70455,374185,731113,365879,18596
Texas,327,Nonmetallic mineral product manufacturing,2013,28495,1385000,22484,50540,991362,5114789,10539642,5453940,391585
Texas,3271,Clay product and refractory manufacturing,2013,2773,120209,2427,4910,95259,264563,687454,443535,21883
Texas,3272,Glass and glass product manufacturing,2013,3223,164179,2615,5548,110170,474142,994042,531079,45463
Texas,3273,Cement and concrete product manufacturing,2013,14614,728033,11547,27504,537333,3003947,5761325,2757058,231089
Texas,3274,Lime and gypsum product manufacturing,2013,1360,76611,1113,2417,58934,377488,665966,287831,25605
Texas,3279,Other nonmetallic mineral product manufacturing,2013,6524,295969,4781,10160,189666,994649,2430855,1434437,67544
Texas,331,Primary metal manufacturing,2013,22010,1220833,17800,39917,874459,11414507,17511453,6108587,337351
Texas,3311,Iron and steel mills and ferroalloy manufacturing,2013,3623,264855,2881,6612,198955,2426062,3910741,1487479,67295
Texas,3312,Steel product manufacturing from purchased steel,2013,5368,306834,4314,9753,223540,1863538,2831699,996465,117142
Texas,3313,Alumina and aluminum production and processing,2013,2986,145846,2494,5183,113904,989625,1941459,925638,41912
Texas,3314,Nonferrous metal (except aluminum) production and processing,2013,3624,195351,2776,6707,119378,5602610,7332033,1721340,60910
Texas,3315,Foundries,2013,6409,307945,5335,11662,218682,532672,1495521,977664,50092
Texas,332,Fabricated metal product manufacturing,2013,123725,6422829,94314,199136,4151135,15227966,32591898,17557793,1105506
Texas,3321,Forging and stamping,2013,7840,454050,5874,13054,280874,1618903,2875681,1322085,120699
Texas,3322,Cutlery and handtool manufacturing,2013,1301,58445,1019,2158,37701,114601,226470,115350,3663
Texas,3323,Architectural and structural metals manufacturing,2013,35291,1728441,26856,56843,1072603,4653207,8861329,4170443,171891
Texas,3324,"Boiler, tank, and shipping container manufacturing",2013,9621,536539,7333,16281,357256,1821043,3262967,1463148,67091
Texas,3325,Hardware manufacturing,2013,782,31516,570,1096,19634,129834,212149,88789,5156
Texas,3326,Spring and wire product manufacturing,2013,2800,117541,2097,4361,70492,441119,779266,341631,18235
Texas,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",2013,29828,1599926,23096,47375,1119838,2107186,6073781,4058556,245380
Texas,3328,"Coating, engraving, heat treating, and allied activities",2013,10780,502986,8811,19086,354664,579635,2462232,1907282,84150
Texas,3329,Other fabricated metal product manufacturing,2013,25481,1393387,18658,38882,838073,3762438,7838022,4090508,389241
Texas,333,Machinery manufacturing,2013,92469,5904913,60877,124919,3115436,23013879,42869840,19926087,1006030
Texas,3331,"Agriculture, construction, and mining machinery manufacturing",2013,44477,2989912,29898,60871,1716830,11109387,19885966,8646669,583193
Texas,3332,Industrial machinery manufacturing,2013,3739,355248,1985,4233,100395,1255854,3652496,2422856,18901
Texas,3333,Commercial and service industry machinery manufacturing,2013,3893,211163,2226,4101,77745,491340,1116877,624163,16846
Texas,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",2013,9765,452709,7157,14743,242981,2255886,4425542,2105135,70647
Texas,3335,Metalworking machinery manufacturing,2013,2719,151462,1970,4612,97746,218606,556257,344853,21395
Texas,3336,"Engine, turbine, and power transmission equipment manufacturing",2013,6134,412817,3656,7314,193763,2372213,3517535,1376287,54040
Texas,3339,Other general purpose machinery manufacturing,2013,21742,1331603,13986,29045,685976,5310594,9715166,4406125,241007
Texas,334,Computer and electronic product manufacturing,2013,60053,4386790,27707,55410,1433145,11027507,26649574,15217957,2434385
Texas,3342,Communications equipment manufacturing,2013,8496,663805,3561,7180,190108,2964899,4502985,1586819,41824
Texas,3343,Audio and video equipment manufacturing,2013,254,11632,197,296,6588,23175,43332,21067,376
Texas,3344,Semiconductor and other electronic component manufacturing,2013,20715,1462164,13027,26139,680894,3871574,10200876,6125889,2067453
Texas,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",2013,29390,2179693,12077,24542,607392,3836591,11209484,7121584,258542
Texas,3346,Manufacturing and reproducing magnetic and optical media,2013,335,18846,126,264,4586,34957,92373,57818,1948
Texas,335,"Electrical equipment, appliance, and component manufacturing",2013,17283,974875,10937,22415,452670,2952045,5775259,2863965,65467
Texas,3351,Electric lighting equipment manufacturing,2013,2000,83579,1180,2210,35390,249413,508050,261798,5385
Texas,3352,Household appliance manufacturing,2013,887,30762,729,1405,21275,222980,375327,150256,3284
Texas,3353,Electrical equipment manufacturing,2013,8455,511035,5253,11107,236702,1441787,2980638,1563761,23478
Texas,3359,Other electrical equipment and component manufacturing,2013,5941,349499,3774,7694,159303,1037866,1911244,888151,33320
Texas,336,Transportation equipment manufacturing,2013,77041,5049514,47013,96675,2797110,30353523,56002315,26606954,997502
Texas,3361,Motor vehicle manufacturing,2013,7615,610856,6769,14979,514882,12821354,21860872,9033390,321778
Texas,3362,Motor vehicle body and trailer manufacturing,2013,7730,307922,6379,13339,216869,1191540,1811019,621876,36158
Texas,3363,Motor vehicle parts manufacturing,2013,12322,592949,8808,19393,360396,3954292,5752269,1778418,103263
Texas,3364,Aerospace product and parts manufacturing,2013,40019,3075349,17560,32689,1361135,10415476,22887995,13463571,456048
Texas,3366,Ship and boat building,2013,5862,311088,4772,10775,237827,728974,1751163,1022188,57974
Texas,337,Furniture and related product manufacturing,2013,21775,836056,16093,32731,499274,1952003,3962996,2025430,54460
Texas,3371,Household and institutional furniture and kitchen cabinet manufacturing,2013,13117,475867,9828,20108,301788,949613,2061877,1139655,29217
Texas,3372,Office furniture (including fixtures) manufacturing,2013,5170,246285,3554,7287,125242,504291,1018311,498742,19051
Texas,3379,Other furniture related product manufacturing,2013,3488,113904,2711,5336,72243,498099,882809,387033,6192
Texas,339,Miscellaneous manufacturing,2013,31114,1434775,20397,38462,710801,3011933,7261208,4326773,198914
Texas,3391,Medical equipment and supplies manufacturing,2013,13767,673199,8955,16362,323015,1713256,3734213,2107362,125228
Texas,3399,Other miscellaneous manufacturing,2013,17347,761576,11443,22100,387786,1298677,3526995,2219411,73686
Utah,31-33,Manufacturing,2013,106649,5797843,71303,144113,3162628,26968467,48418105,21890738,1575883
Utah,311,Food manufacturing,2013,14307,601972,11181,22634,428735,5582007,8496703,2920305,159701
Utah,3111,Animal food manufacturing,2013,599,34939,391,876,21154,369714,466442,96206,3831
Utah,3112,Grain and oilseed milling,2013,512,28152,437,1009,22782,349006,491738,143418,13706
Utah,3115,Dairy product manufacturing,2013,3074,155764,2388,5534,117202,2290222,2951263,655225,31532
Utah,3116,Animal slaughtering and processing,2013,2762,98039,2039,4137,69056,1425491,1720588,293970,8115
Utah,3118,Bakeries and tortilla manufacturing,2013,3149,119592,2382,4399,77856,356064,964877,611579,65515
Utah,3119,Other food manufacturing,2013,804,30667,652,1298,20643,250981,576985,329403,6783
Utah,312,Beverage and tobacco product manufacturing,2013,712,30124,360,714,16550,399247,543900,145833,14711
Utah,3121,Beverage manufacturing,2013,712,30124,360,714,16550,399247,543900,145833,14711
Utah,314,Textile product mills,2013,678,22017,504,827,14332,47649,97790,65296,844
Utah,3141,Textile furnishings mills,2013,209,5642,169,291,4293,11573,26506,15425,319
Utah,3149,Other textile product mills,2013,470,16375,336,536,10039,36076,71284,49871,525
Utah,3152,Cut and sew apparel manufacturing,2013,299,6954,232,411,4155,9989,24644,14805,626
Utah,3211,Sawmills and wood preservation,2013,40,1621,26,60,1238,6248,11039,4791,243
Utah,323,Printing and related support activities,2013,4079,173365,2814,5149,97564,275729,786855,511197,14050
Utah,3231,Printing and related support activities,2013,4079,173365,2814,5149,97564,275729,786855,511197,14050
Utah,324,Petroleum and coal products manufacturing,2013,1267,127231,785,1819,70391,5817570,7759425,1947719,324198
Utah,3241,Petroleum and coal products manufacturing,2013,1267,127231,785,1819,70391,5817570,7759425,1947719,324198
Utah,3251,Basic chemical manufacturing,2013,479,36548,317,685,18447,189509,374204,186292,6467
Utah,3259,Other chemical product and preparation manufacturing,2013,199,9829,164,366,8719,41778,163215,119410,2906
Utah,326,Plastics and rubber products manufacturing,2013,4519,196480,3243,6857,121246,832133,1485972,646041,47412
Utah,3261,Plastics product manufacturing,2013,4057,174651,2922,6116,107023,777915,1367976,586690,43618
Utah,3262,Rubber product manufacturing,2013,463,21829,321,741,14223,54218,117996,59351,3794
Utah,327,Nonmetallic mineral product manufacturing,2013,3710,181056,3005,6060,142196,442431,1166725,723527,23722
Utah,3273,Cement and concrete product manufacturing,2013,1566,71238,1289,2357,55119,199047,451692,254426,11118
Utah,3279,Other nonmetallic mineral product manufacturing,2013,1516,80845,1258,2746,68022,168872,506258,336690,6973
Utah,331,Primary metal manufacturing,2013,3771,239775,2601,5515,149255,2620517,4718006,2196631,101256
Utah,3314,Nonferrous metal (except aluminum) production and processing,2013,1860,131039,1058,2282,66931,1922468,3596644,1769212,61761
Utah,3315,Foundries,2013,972,43015,778,1674,30820,80358,193105,113033,16931
Utah,332,Fabricated metal product manufacturing,2013,10804,549061,7580,15911,340020,1487619,2805665,1326924,66164
Utah,3321,Forging and stamping,2013,629,34466,371,799,15095,110063,176474,63658,4837
Utah,3323,Architectural and structural metals manufacturing,2013,3890,206413,2782,6238,125525,706188,1169910,472144,21295
Utah,3324,"Boiler, tank, and shipping container manufacturing",2013,436,26768,335,785,18776,71792,122571,50101,1926
Utah,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",2013,2812,141198,1853,3745,88457,254625,599221,335208,21954
Utah,3328,"Coating, engraving, heat treating, and allied activities",2013,529,20099,442,772,15158,15745,72006,55952,1505
Utah,3329,Other fabricated metal product manufacturing,2013,2365,114313,1693,3391,73787,295050,615036,334087,14116
Utah,333,Machinery manufacturing,2013,6363,351183,3871,7870,175767,951395,1967114,1088979,40858
Utah,3332,Industrial machinery manufacturing,2013,655,36303,446,839,22970,52544,130726,76246,2228
Utah,3333,Commercial and service industry machinery manufacturing,2013,1389,91166,504,1006,24818,206732,421106,211475,9174
Utah,3336,"Engine, turbine, and power transmission equipment manufacturing",2013,352,16715,300,603,13132,31855,82705,51319,2384
Utah,3339,Other general purpose machinery manufacturing,2013,2114,119700,1277,2709,55111,384585,715088,332760,8550
Utah,334,Computer and electronic product manufacturing,2013,14768,1104699,7781,15392,402979,1700703,4491009,2726164,365196
Utah,335,"Electrical equipment, appliance, and component manufacturing",2013,1502,79659,992,2092,42862,401039,733529,354958,62251
Utah,336,Transportation equipment manufacturing,2013,8985,609877,6168,12743,328509,1730341,3635259,1904581,120568
Utah,3362,Motor vehicle body and trailer manufacturing,2013,1267,51118,1098,2350,40078,216432,430608,213514,3217
Utah,337,Furniture and related product manufacturing,2013,5595,217209,3959,7825,149410,682098,1505915,831214,24739
Utah,3371,Household and institutional furniture and kitchen cabinet manufacturing,2013,4123,155457,2918,5758,111992,416807,822689,413847,21166
Utah,339,Miscellaneous manufacturing,2013,13284,632968,8316,15980,320182,1449667,3779859,2320946,102522
Utah,3391,Medical equipment and supplies manufacturing,2013,7072,379432,4417,8976,196673,614465,2290191,1684514,75455
Utah,3399,Other miscellaneous manufacturing,2013,6212,253536,3899,7004,123508,835202,1489668,636431,27066
Vermont,31-33,Manufacturing,2013,29302,1508910,19200,38719,792230,5287572,9208950,3885385,300304
Vermont,311,Food manufacturing,2013,4650,256178,2924,5682,118981,1615257,2565385,966501,56980
Vermont,3115,Dairy product manufacturing,2013,1657,75290,1241,2629,57144,715909,1354867,652991,37222
Vermont,3118,Bakeries and tortilla manufacturing,2013,659,23111,413,771,12177,69528,127715,58381,1005
Vermont,3162,Footwear manufacturing,2013,2,72,1,1,36,189,364,175,0
Vermont,3256,"Soap, cleaning compound, and toilet preparation manufacturing",2013,317,14581,174,354,4813,20608,55535,34887,778
Vermont,3273,Cement and concrete product manufacturing,2013,395,19248,310,712,11890,39745,95370,55760,1418
Vermont,332,Fabricated metal product manufacturing,2013,2290,104390,1611,3068,62457,138149,380164,235687,16703
Vermont,3323,Architectural and structural metals manufacturing,2013,531,22758,449,907,15894,36211,83488,49464,4717
Vermont,333,Machinery manufacturing,2013,2736,144471,1567,3187,66839,225503,602668,377461,10460
Vermont,3332,Industrial machinery manufacturing,2013,215,13066,123,260,5481,28053,60520,32601,381
Vermont,3333,Commercial and service industry machinery manufacturing,2013,392,22422,243,475,12791,36938,144899,106644,2832
Vermont,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",2013,299,11231,234,486,5088,20063,56960,36869,1188
Vermont,3335,Metalworking machinery manufacturing,2013,1296,63209,736,1485,33932,85121,219715,132980,4970
Vermont,3339,Other general purpose machinery manufacturing,2013,332,19059,190,402,7872,24540,67636,47458,966
Vermont,3399,Other miscellaneous manufacturing,2013,864,41053,512,1049,19026,103690,238117,134121,4222
Virginia,31-33,Manufacturing,2013,224476,11991132,158435,320714,6920031,42317704,99970515,57435014,2370809
Virginia,311,Food manufacturing,2013,26940,1051568,22261,46031,755358,6842414,13245266,6312466,334569
Virginia,3115,Dairy product manufacturing,2013,1837,111567,1319,2750,73541,1161198,2413718,1220689,68969
Virginia,3116,Animal slaughtering and processing,2013,13741,432609,12040,24817,336695,1681799,3919806,2208813,52732
Virginia,3118,Bakeries and tortilla manufacturing,2013,3684,167607,2519,4960,102111,589937,1381254,793629,22691
